longitude,latitude,elevation
-51.12564541146489,-27.686169546727978,874.8351014920179
-51.12967410556792,-27.68739951285928,900.6251164868139
-51.12916442411345,-27.685535682646172,890.795938883645
-51.12977188522498,-27.688489083714124,878.435887815458
-51.131840568428004,-27.717844565562707,882.1916954761298
-51.103094500178095,-27.717844565562707,986.0076718793566
-51.12951290848649,-27.716331011562012,982.4730592305299
-51.12879196290199,-27.715872258372254,884.4087802601447
-51.126709284446164,-27.693668464327647,976.4057638039684
-51.128567109361796,-27.68619335218739,897.4303756879038
-51.10656695709957,-27.715666458220895,986.2593176915926
-51.12353796316204,-27.71486967176934,919.0421031498685
-51.129643754655966,-27.686170891668237,894.3264725181388
-51.12470138710201,-27.711685395016552,889.0365678379816
-51.0988403106898,-27.70733779685876,984.521847919745
-51.131492647903755,-27.714330254971234,975.1274412658448
-51.10754056319751,-27.689996233720816,992.0279577259356
-51.126871986769245,-27.684574501923663,932.9446746908922
-51.12916219754745,-27.68350513168533,884.8931588402698
-51.12805556074408,-27.685999609266567,880.1487427698775
-51.10125592490008,-27.686693286786934,983.7507225985
-51.128916257336044,-27.715617769848986,988.5678842586141
-51.12775588036429,-27.683630142427436,876.9100771917394
-51.13111451336182,-27.686498862765013,881.2351778060325
-51.12858227062428,-27.693373233068858,883.0507077549797
-51.0988403106898,-27.684197764843326,882.0888486739015
-51.12961423519105,-27.68592061231148,884.0327870199588
-51.126395908880774,-27.685365000944987,883.378133897071
-51.128642806415236,-27.685444069214228,982.8329960965808
-51.127411322814254,-27.68790295878039,879.9325543213289
-51.11515686942002,-27.714180652102915,907.7884212061041
-51.102711452890915,-27.714859318432687,980.5631477422057
-51.11602558844429,-27.717844565562707,976.7501835382764
-51.13143805573873,-27.684576255063302,987.3297938489878
-51.099334496959735,-27.690520251400567,960.559811053132
-51.0988403106898,-27.717279764576368,976.0676605621071
-51.127955350312654,-27.69038143958662,880.9926083914328
-51.1308206669621,-27.686116732978117,894.567213331874
-51.126758774669916,-27.68907838144675,948.6646021398242
-51.12160517715963,-27.684961791084643,984.0604443483428
-51.11844868205994,-27.68844045436068,994.5257039884792
-51.12962117293651,-27.689379127638556,895.8464303761864
-51.129203094536436,-27.68676522131926,878.3216194181557
-51.0988403106898,-27.717763669943107,889.0121523813117
-51.12494996801113,-27.685000794464713,992.5437961012706
-51.10006933612461,-27.686940057542383,892.2140266456134
-51.132087888636335,-27.68853409760289,987.2487121285932
-51.11816885312225,-27.717844565562707,987.2026052663225
-51.12762462961385,-27.717844565562707,909.4515694081965
-51.132485146283216,-27.687344224748667,894.8475893163592
-51.13011162215972,-27.71619734715039,915.6255844360078
-51.132275317774464,-27.68182013934983,886.632752208739
-51.131912125932864,-27.68600378690176,874.8351014920179
-51.128649775421756,-27.688718674108376,887.2345895604997
-51.0988403106898,-27.71741258640663,981.7085298647231
-51.13179884326401,-27.689413685663297,938.6601951490123
-51.098860578832266,-27.691408892480773,983.5128970033714
-51.099149298751115,-27.717844565562707,920.8859725456682
-51.126894559733834,-27.709841597045916,876.6666281386531
-51.12571387629098,-27.716689284674267,938.1906307096317
-51.1279555724639,-27.68643585169489,943.63260990011
-51.128302730295744,-27.69040422367239,888.532916703354
-51.13260118204813,-27.71695061220004,883.5086263668
-51.123115451315634,-27.683012513560424,882.5245575234375
-51.12861840642493,-27.68641273309444,889.1100156299137
-51.12958417504679,-27.685633583795152,882.361998050675
-51.12990128356944,-27.683802901339096,907.3152793028308
-51.12794854498337,-27.691534998183798,887.3490124151854
-51.132690934759445,-27.689362715447235,946.8768860204057
-51.108521316628625,-27.68945462058586,946.9267687209543
-51.13211685963981,-27.688898373291888,884.7464193527439
-51.132137057382536,-27.687836178215402,878.7635694084723
-51.127996962468266,-27.68772555332904,875.9381863494584
-51.12921818438927,-27.68291797720337,902.327354355781
-51.132690934759445,-27.68504012151238,874.8351014920179
-51.132690934759445,-27.692654045045288,982.390015628148
-51.12749413058007,-27.715842368199674,980.6538513308599
-51.12954489576261,-27.6890572666147,880.7506968194755
-51.0988403106898,-27.71774165872019,887.2769176734437
-51.128910547394305,-27.685802621556494,931.0295846907554
-51.12749612784733,-27.684888494433384,882.904093845319
-51.128409129826515,-27.682904964757714,879.110025061888
-51.09890793926457,-27.714838044412797,986.9510155177658
-51.130666511092734,-27.685013529033622,981.4373076098207
-51.132690934759445,-27.68309203441455,881.6301406509103
-51.13079788078556,-27.683808210900786,876.5701285289148
-51.11393680828634,-27.683897466347403,943.5846819617777
-51.099477546966504,-27.713007455740755,956.0656701736118
-51.111363666907536,-27.691257892549267,919.2100989774298
-51.12633974667632,-27.6887598091925,883.768387402455
-51.13028666926337,-27.687825484888585,893.1906422508227
-51.12259462522729,-27.71424354199735,963.15532042486
-51.1211453012671,-27.713181872503288,958.4795240692921
-51.128149112939106,-27.71371064803418,917.3395110508138
-51.0988403106898,-27.706487110919596,963.9671916327233
-51.131304137053206,-27.685469735995717,954.2129484891144
-51.13223281369263,-27.686689362929844,879.4850016978254
-51.128395339982944,-27.687508448480873,962.5758426566774
-51.13121451976174,-27.687114757528065,888.3386617874174
-51.1263804619355,-27.715725049006217,984.8159337059637
-51.11736508279502,-27.71051925920533,956.0590330917745
-51.0996567480614,-27.684326346864594,913.2436064377698
-51.10187195516607,-27.706990838595697,980.9324191530501
-51.10149167100267,-27.69058118473199,983.7318580142859
-51.11017073262144,-27.717844565562707,983.1856905987519
-51.0988403106898,-27.68667422705761,936.5517578188224
-51.10915903759085,-27.717844565562707,984.4084695436414
-51.11197561903578,-27.717844565562707,978.4900339357772
-51.12166394011047,-27.717844565562707,977.0372273564798
-51.11330474554032,-27.70873828659794,896.5090089690628
-51.101436291683385,-27.715203529082252,987.8677525246454
-51.12738895381748,-27.69073067099041,981.205732479152
-51.13085330881927,-27.684958699504598,884.9601335510257
-51.126751479389846,-27.686802870643053,946.1436378480485
-51.126150017042214,-27.687385159260607,989.5715738356625
-51.1302758979475,-27.691709789177445,874.8351014920179
-51.10190761982544,-27.68987865209365,952.8080164497768
-51.0988403106898,-27.717844565562707,984.23237512241
-51.12456396354624,-27.690867377607532,882.9951033860582
-51.12764474721418,-27.683293351019564,878.4949173243202
-51.12641474670088,-27.68726417386826,926.3945053686945
-51.10634664594345,-27.717844565562707,876.3036701578218
-51.12660023508847,-27.686809537587965,894.4809311926632
-51.0988403106898,-27.6892518123867,980.9120584893267
-51.122712770819504,-27.705088565704568,960.6836594830074
-51.10014248768564,-27.715227153984817,981.721497243454
-51.0988403106898,-27.688938858172335,980.3559016127498
-51.099045493723565,-27.717844565562707,978.6770451691035
-51.0988403106898,-27.717844565562707,979.8931060900079
-51.1013897666685,-27.717844565562707,893.8399030986076
-51.0988403106898,-27.717844565562707,986.7850028025586
-51.09974377679604,-27.688735685830256,888.8953830516543
-51.108354927190746,-27.693308618358817,979.0948843256294
-51.12281666804921,-27.713441353372406,879.1475347520208
-51.12625724275826,-27.689811218719683,955.3491522797756
-51.11100583944472,-27.701456323664107,888.8701066955342
-51.126312803087735,-27.690826432723444,899.6775091865978
-51.10879295436583,-27.685464857015038,983.9732456066043
-51.09917451746682,-27.71679132890806,995.5130861324194
-51.099667870747766,-27.686142333710112,886.5499540617574
-51.10019977064066,-27.714956657816778,897.3964054915915
-51.11935311953209,-27.715663073429436,986.2467689149235
-51.0988403106898,-27.684882576844238,883.8301457149381
-51.117837413461686,-27.68336659316804,895.6871442277982
-51.13086683853718,-27.686472837131685,908.4961548642129
-51.10106330953474,-27.713771461679944,987.5397311275227
